NO,X1,X2
1,20.902775331315176,34.08095230709654
2,25.791610963722427,31.635398260565168
3,24.456930270748234,25.679802108865818
4,23.981527153839426,35.916135159840785
5,15.606681601073795,29.860715246621165
6,16.104478496319803,27.93344967432991
7,24.223210216759412,23.05174675919624
8,35.14977118185182,35.43383925203074
9,24.955120806618414,30.13596277873279
10,24.22502152674682,28.26426250827537
11,24.093828108197805,28.105871280187493
12,19.502110562514797,22.797742318644687
13,33.99262345224149,29.85740337165426
14,21.116550419570675,23.17013549212023
15,23.494245815206384,24.25245769899582
16,16.002857944699052,33.68358474256843
17,17.464942965293215,35.191703229438076
18,31.673142312827014,29.463871513764243
19,30.11615501051418,33.719422307958
20,29.269958627851917,39.57864434197806
21,26.079585344080655,32.34462030044316
22,21.070457200875435,35.32874587323586
23,34.4936107152812,25.99863427947239
24,24.508451033760856,27.33628705810793
25,25.91747086480103,27.351594801462152
26,33.636001149597206,30.98246353352586
27,24.801415590753862,33.17166800334799
28,24.216036729574334,26.310185534646106
29,29.894446450997883,39.838438460514105
30,20.50751877677037,28.842949907962115
31,25.980713292737693,26.234193109652736
32,31.923684162142948,33.94654230000224
33,18.24495737785479,33.07417926274069
34,24.429086841935433,27.466632644897643
35,21.634019273734054,36.772790416271135
36,24.23852763436153,31.185220152199005
37,19.620830957560155,29.481757813701694
38,32.42562411235686,38.53363041579235
39,33.58621759157573,35.07856141035125
40,19.155454086610646,32.09640995673006
41,25.81155858082993,35.79547155971599
42,28.23880397965719,38.85209663671989
43,26.147815222734724,30.935372464323827
44,28.276910392798825,24.64541314711884
45,26.712170345525386,29.382650963430486
46,24.219452922997927,35.557327976086654
47,30.62828629560268,29.818670189374888
48,26.36995510078366,25.05297816685208
49,26.333117221626303,29.881443324838862
50,27.72340073439959,32.976736867554926
51,19.319892189470497,26.346386229183317
52,12.601753640619743,29.681569234469233
53,30.448263966884344,33.92284900270821
54,32.02067920806694,31.010840427308242
55,28.292739517446773,33.21915459518041
56,20.56745595456719,34.395497475387266
57,23.477471388473834,20.23034410249236
58,39.140354252822426,30.3678399517799
59,22.229902470361623,33.06791975386486
60,23.282407599647602,32.54982937059293
61,31.936458964570264,35.918904936090755
62,31.428596800769952,24.970472419141974
63,19.75896483026663,31.270051678050255
64,35.86223599327117,33.28598501454158
65,28.68962892462041,33.825650481835396
66,22.279425400333356,38.29327743598942
67,25.38043050172611,26.79715058330288
68,32.37232863453045,34.523543789490866
69,31.805855120080345,33.016890181759145
70,14.09571096620073,32.17860319724842
71,35.57516502716647,38.839374336907376
72,23.51660234502614,31.37555809489205
